Unnamed: 0.1,Unnamed: 0,ISBN,ID,title,authors,description,avg_rating,age,no_synset,synset,emotion_vector,lang,desc_length,genre_inferred
2925,2925,9780743250450,10878,"The Great Shark Hunt: Strange Tales from a Strange Time (The Gonzo Papers, #1)",[Hunter S. Thompson],"The first volume in Hunter S. Thompson’s bestselling <i>Gonzo Papers</i> offers brilliant commentary and outrageous humor, in his signature style.<br /><br />Originally published in 1979, the first volume of the bestselling “Gonzo Papers” is now back in print. <i>The Great Shark Hunt</i> is Dr. Hunter S. Thompson’s largest and, arguably, most important work, covering Nixon to napalm, Las Vegas to Watergate, Carter to cocaine. These essays offer brilliant commentary and outrageous humor, in signature Thompson style.<br /><br />Ranging in date from the <i>National Observer</i> days to the era of <i>Rolling Stone</i>, <i>The Great Shark Hunt</i> offers myriad, highly charged entries, including the first Hunter S. Thompson piece to be dubbed “gonzo”—“The Kentucky Derby Is Decadent and Depraved,” which appeared in <i>Scanlan's Monthly</i> in 1970. From this essay a new journalistic movement sprang which would change the shape of American letters. Thompson's razor-sharp insight and crystal clarity capture the crazy, hypocritical, degenerate, and redeeming aspects of the explosive and colorful ‘60s and ‘70s.",4.09,17.0,,,"{'Anger': 0.10080072690101655, 'Anticipation': 0.16698847180419105, 'Disgust': 0.05412005224601056, 'Fear': 0.1779771707649498, 'Joy': 0.1380544039979556, 'Sadness': 0.07828383213129651, 'Surprise': 0.11690044863422112, 'Trust': 0.16687489352035892}",en,1118,nonfiction
9973,9973,9780452264717,1276568,Kaffir Boy: The True Story of a Black Youth's Coming of Age in Apartheid South Africa,[Mark Mathabane],"I am always asked to explain what it felt like to grow up black under South Africa's system of legalized racism known as apartheid, and how I escaped from it and ended up in America. This book is the most thorough answer I have heretofore given. The last thing I ever dreamed of when I was daily battling for survival and for an identity other than that of inferiority and fourth-class citizen, which apartheid foisted on me, was that someday I would attend an American college, edit its newspaper, graduate with honors, practise journalism and write a book.<br /><br />How could I have dreamed of all this when I was born of illiterate parents who could not afford to pay my way through school, let alone pay the rent for our shack and put enough food on the table; when black people in Alexandra lived under constant police terror and the threat of deportation to impoverished tribal reserves; when at ten I contemplated suicide because I found the burden of living in a ghetto, poverty-stricken and without hope, too heavy to shoulder; when in 1976 I got deeply involved in the Soweto protests, in which hundreds of black students were killed by the police, and thousands fled the country to escape imprisonment and torture?<br /><br />In ""Kaffir Boy"" I have re-created, as best as I can remember, all these experiences. I have sought to paint a portrait of my childhood and youth in Alexandra, a black ghetto of Johannesburg, where I was born and lived for eighteen years, with the hope that the rest of the world will finally understand why apartheid cannot be reformed: it has to be abolished.<br /><br />Much has been written and spoken about the politics of apartheid: the forced removals of black communities from theirancestral lands, the Influx Control and Pass laws that mandate where blacks can live, work, raise families, be buried; the migrant labour system that forces black men to live away from their families eleven months out of a year; the breaking up of black families in the ghettos as the authorities seek to create a so-called white South Africa; the brutal suppression of the black majority as it agitates for equal rights. But what does it all mean in human terms?<br /><br />When I was growing up in Alexandra it meant hate, bitterness, hunger, pain, terror, violence, fear, dashed hopes and dreams. Today it still means the same for millions of black children who are trapped in the ghettos of South Africa, in a lingering nightmare of a racial system that in many respects resembles Nazism. In the ghettos black children fight for survival from the moment they are born. They take to hating and fearing the police, soldiers and authorities as a baby takes to its mother's breast.<br /><br />In my childhood these enforcers of white prerogatives and whims represented a sinister force capable of crushing me at will; of making my parents flee in the dead of night to escape arrest under the Pass laws; of marching them naked out of bed because they did not have the permit allowing them to live as husband and wife under the same roof. They turned my father -- by repeatedly arresting him and denying him the right to earn a living in a way that gave him dignity -- into such a bitter man that, as he fiercely but in vain resisted the emasculation, he hurt those he loved the most.<br /><br />The movies, with their lurid descriptions of white violence, reinforced this image of white terror and power. Often the products of abjectpoverty and broken homes, many black children, for whom education is inferior and not compulsory, have been derailed by movies into the dead-end life of crime and violence. It is no wonder that black ghettos have one of the highest murder rates in the world, and South African prisons are among the most packed. It was purely by accident that I did not end up a ""tsotsi"" (thug, mugger, gangster). It was no coincidence that, until the age of ten, I refused to set foot in the white world.<br /><br />The turning point came when one day in my eleventh year I accompanied my grandmother to her gardening job and met a white family that did not fit the stereotypes I had grown up with. Most blacks, exposed daily to virulent racism and dehumanized and embittered by it, do not believe that such whites exist. From this family I started receiving ""illegal books"" like ""Treasure Island"" and ""David Copperfield, "" which revealed a different reality and marked the beginning of my revolt against Bantu education's attempts to proscribe the limits of my aspirations and determine my place in South African life.<br /><br />At thirteen I stumbled across tennis, a sport so ""white"" most blacks thought I was mad for thinking I could excel in it; others mistook me for an Uncle Tom. Through tennis I learned the important lesson that South Africa's 4.5 million whites are not all racists. As I grew older, and got to understand them more -- their fears, longings, hop",4.15,17.0,,,"{'Anger': 0.12071720138157767, 'Anticipation': 0.1324366007277295, 'Disgust': 0.06959605474594113, 'Fear': 0.1921371973181137, 'Joy': 0.13625533329639283, 'Sadness': 0.14052658798322892, 'Surprise': 0.03874143440276315, 'Trust': 0.169589590144253}",en,4916,
7689,7689,9780440224839,1280816,The Long Road Home,[Danielle Steel],"Bestselling novelist Danielle Steel takes us on a harrowing journey into the heart of America's hidden shame in a novel that explores the power of forgiveness, the dark side of childhood, and one woman's unbreakable spirit.<br /><br />From her secret perch at the top of the stairs, Gabriella Harrison watches the guests arrive at her parents' lavish Manhattan townhouse. At seven, she knows she is an intruder in her parents' party, in her parents' life. But she can't resist the magic. Later, she waits for the click, click, click of her mother's high heels, the angry words, and the pain that will follow. Gabriella already knows to hide her bruises, certain she is to blame for her mother's rage--and her father's failure to protect her. Her world is a confusing blend of terror, betrayal, and pain. Her parents' aristocratic world is no safeguard against the abuse that knows no boundaries, respects no person, no economic lines. Gabriella knows that, try as she might, there is no safe place for her to hide.<br /><br />Even as a child, her only escape is through the stories she writes. Only writing can dull the pain of her lonely world. And when her parents' marriage collapses, Gabriella is given her first reprieve, as her father disappears, and then her mother abandons her to a convent. There, Gabriella's battered body and soul begin to mend. Amid the quiet safety and hushed rituals of the nuns, Gabriella grows into womanhood in a safe, peaceful world. Then a young priest comes into her life.<br /><br />Father Joe Connors never questioned his vocation until Gabriella entered the confessional and shared her soul. Confession leads to friendship. And friendship grows dangerously into love. Like Gabriella, Joe is haunted by the pain of his childhood, consumed by guilt over a family tragedy, for which he blames himself. With Gabriella, Joe takes the first steps toward healing. But their relationship leads to tragedy as Joe must choose between the priesthood and Gabriella, and life in the real world where he fears he does not belong, and cannot cope.<br /><br />Exiled and disgraced, and nearly destroyed, Gabriella struggles to survive on her own in New York. There she seeks healing and escape through her writing again, this time as an adult, and her life as a writer begins. But just when she thinks she is beyond hurt, Gabriella is once again betrayed by someone she trusts. Brought to the edge of despair, physically attacked beyond recognition and belief, haunted by abuse in her present and her past, she nonetheless manages to find hope again, and the courage to face the past. On a pilgrimage destined to bring her face-to-face with those who sought to destroy her in her early life, she finds forgiveness, freedom from guilt, and healing from abuse. When Gabriella faces what was done to her, and why, she herself is free at last.<br /><br />With profound insight, Danielle Steel has created a vivid portrait of an abused child's broken world, and the courage necessary to face it and free herself from the past. A work of daring and compassion, a tale of healing that will shock and touch and move you to your very soul, it exposes the terror of child abuse, and opens the doors on a subject that affects us all. <i>The Long Road Home</i> is more than riveting fiction. It is an inspiration to us all. A work of courage, hope, and love.",4.0,16.75,,,"{'Anger': 0.08269433441145473, 'Anticipation': 0.14344465845356205, 'Disgust': 0.058285181281874245, 'Fear': 0.15508594686920812, 'Joy': 0.1633172220808954, 'Sadness': 0.1571028818548534, 'Surprise': 0.026444258700682, 'Trust': 0.21362551634747007}",en,3370,
17087,17087,9780849916731,395587,The Wounded Spirit,[Frank E. Peretti],"If you've ever been there,you've never forgotten. The feeling is as haunting and familiar as the smellof a junior high school locker room.<br /><br />It's the feeling of being undersized … or oversized … or klutzy … or less than beautiful. Of being a nerd … or a geek … or just, somehow, different.<br /><br />It's knowing you are vulnerable-and someone is ready and willing to take full advantage of your weakness by making your life miserable.<br /><br />It's the fraternity you never wanted to join-the fellowship of the wounded spirit.<br /><br />And bestselling novelist Frank Peretti is a member, too.<br /><br /><br />This book is the haunting true story of pain Frank Peretti never forgot but never, until recently, shared with the world. It's the story of growing up with a medical condition that left him disfigured. A series of surgeries and the slow miracle of answered prayer took care of the deformity, but not the underdeveloped frame or the excruciating reality of being different. And it was for these petty ""crimes"" that Peretti was prosecuted every day at school-especially in gym class, but also in the halls, on the school grounds, even in his own neighborhood. No wonder he found himself relating to movie monsters who were hated but also feared-and who eventually exacted a bloody revenge on their tormentors!<br /><br /><br />In Peretti's case, deliverance eventually came-through time, through prayer, through a teacher's caring intervention, and his own willingness to seek help. But he has never forgotten what life was like at the bottom of the junior high food<br />chain. And from the reservoir of those agonizing memories he sends a compelling message to victims, to bullies, and to authorities who have the power to intervene-that it's never OK for the strong to abuse the weak. And that we allow such abuse at the expense of our souls … and our very civilization.<br /><br />Especially in the wake of the massacre at Columbine High School-perpetuated by two troubled but also tormented outsiders--this message takes on haunting resonance. Frank Peretti believes we cannot afford to overlook the continuing reality of wounded spirits, not only in our schools, but in our homes, churches, and workplaces. His approach is both tender and tough as he issues a ringing call for a change in attitude.<br /><br />It's a call for all of us to stop thinking of abuse as ""normal,"" even among kids.<br /><br />It's a call for the strong to stand up and protect the weak, not prey upon them.<br /><br />It's a call for those in authority to pay attention to the violence being done to the vulnerable in the midst of our everyday lives and to take action to help.<br /><br /><br />Most of all, it's a call for bullies and victims alike (many of us are both) to seek the healing and forgiveness offered in Jesus Christ. For that healing is really the heart of this book-the only reality that can break the natural cycle of victimization and abuse.<br /><br />Only in Christ, Peretti reminds, is there hope for the wounded spirits-but that hope is<br />powerful enough to change everything.",4.07,17.0,,,"{'Anger': 0.10988252569750365, 'Anticipation': 0.11226138032305431, 'Disgust': 0.055411160058737155, 'Fear': 0.19281204111600583, 'Joy': 0.13798825256975034, 'Sadness': 0.1498531571218796, 'Surprise': 0.04059471365638766, 'Trust': 0.20119676945668138}",en,3108,
17632,17632,9780140621167,71014,Selected Tales,[Edgar Allan Poe],"<b>The undisputed master of terror and mystery, Edgar Allan Poe was a unique inventor in fiction.</b><br /><br />In 'The Fall of the House of Usher' and 'The Black Cat' he wrote the first and best tales of terror; with 'The Murders in the Rue Morgue' and his fictional detective M. Dupin he invented the detective story; and tales such as 'MS. Found in a Bottle' and 'Von Kempelen and His Discovery' pioneered modern science-fiction.<br /><br />As readers will discover, Poe possessed an unrivalled capacity to create atmosphere and suspense, and to probe the dark depths of the human psyche. All the stories in this volume push back the boundaries, making the improbable possible, the familiar terrifying and strange.<br /><br />Contents:<br /><br />9 • Introduction (Selected Tales) • essay by John Curtis<br />19 • The Duc de L'Omelette • [Tales of the Folio Club] • (1832) • shortstory by Edgar Allan Poe (variant of The Duke de L'Omelette)<br />23 • MS. Found in a Bottle • [Tales of the Folio Club] • (1833) • shortstory by Edgar Allan Poe<br />35 • The Assignation • [Tales of the Folio Club] • (1834) • shortstory by Edgar Allan Poe (variant of The Visionary)<br />48 • Ligeia • (1838) • shortstory by Edgar Allan Poe<br />65 • How to Write a Blackwood Article • (1838) • shortstory by Edgar Allan Poe (variant of The Psyche Zenobia)<br />76 • The Fall of the House of Usher • (1839) • shortstory by Edgar Allan Poe<br />96 • William Wilson • (1839) • novelette by Edgar Allan Poe (variant of William Wilson: A Tale)<br />118 • The Murders in the Rue Morgue • [Chevalier Dupin] • (1841) • novelette by Edgar Allan Poe<br />154 • A Descent into the Maelström • (1841) • shortstory by Edgar Allan Poe<br />172 • The Island of the Fay • (1841) • shortstory by Edgar Allan Poe<br />178 • The Colloquy of Monos and Una • (1841) • shortstory by Edgar Allan Poe<br />188 • The Oval Portrait • (1842) • shortstory by Edgar Allan Poe<br />192 • The Masque of the Red Death • (1842) • shortstory by Edgar Allan Poe (variant of The Mask of the Red Death)<br />199 • The Mystery of Marie Rogêt • [Chevalier Dupin] • (1842) • novella by Edgar Allan Poe<br />251 • The Pit and the Pendulum • (1842) • shortstory by Edgar Allan Poe<br />267 • The Tell-Tale Heart • (1843) • shortstory by Edgar Allan Poe<br />273 • The Gold-Bug • (1843) • novelette by Edgar Allan Poe<br />311 • The Black Cat • (1843) • shortstory by Edgar Allan Poe<br />322 • The Premature Burial • (1844) • shortstory by Edgar Allan Poe<br />337 • The Purloined Letter • [Chevalier Dupin] • (1844) • novelette by Edgar Allan Poe<br />357 • The Imp of the Perverse • (1845) • shortstory by Edgar Allan Poe<br />364 • The Facts in the Case of M. Valdemar • (1845) • shortstory by Edgar Allan Poe<br />374 • The Cask of Amontillado • [Fortunado] • (1846) • shortstory by Edgar Allan Poe<br />382 • The Domain of Arnheim • (1842) • shortstory by Edgar Allan Poe (variant of The Landscape-Garden)<br />399 • Von Kempelen and His Discovery • (1849) • shortstory by Edgar Allan Poe",4.19,17.5,,,"{'Anger': 0.08284732906365165, 'Anticipation': 0.0897169845074958, 'Disgust': 0.12070199291566781, 'Fear': 0.22603670972127807, 'Joy': 0.06166589144513221, 'Sadness': 0.16272496332605818, 'Surprise': 0.11614011234749008, 'Trust': 0.14016601667322626}",en,3037,
3776,3776,9780060934705,1116806,Smoke and Mirrors: Short Fiction and Illusions,[Neil Gaiman],"In the deft hands of Neil Gaiman, magic is no mere illusion . . . and anything is possible. In <i>Smoke and Mirrors</i>, Gaiman's imagination and supreme artistry transform a mundane world into a place of terrible wonders—where an old woman can purchase the Holy Grail at a thrift store, where assassins advertise their services in the Yellow Pages under ""Pest Control,"" and where a frightened young boy must barter for his life with a mean-spirited troll living beneath a bridge by the railroad tracks. Explore a new reality, obscured by smoke and darkness yet brilliantly tangible, in this extraordinary collection of short works by a master prestidigitator. It will dazzle your senses, touch your heart, and haunt your dreams.<br /><br />Contents <br />ix • Reading the Entrails: A Rondel • (1997) • poem by Neil Gaiman<br />1 • An Introduction (Smoke and Mirrors: Short Fictions and Illusions) • (1998) • essay by Neil Gaiman<br />33 • Chivalry • (1992) • shortstory by Neil Gaiman<br />48 • Nicholas Was ... • (1990) • shortstory by Neil Gaiman<br />49 • The Price • (1997) • shortstory by Neil Gaiman<br />57 • Troll Bridge • (1993) • shortstory by Neil Gaiman (variant of Troll-Bridge)<br />69 • Don't Ask Jack • (1995) • shortstory by Neil Gaiman<br />72 • The Goldfish Pool and Other Stories • (1996) • novelette by Neil Gaiman<br />108 • The White Road • (1995) • poem by Neil Gaiman<br />120 • Queen of Knives • (1995) • shortstory by Neil Gaiman<br />130 • Changes • (1998) • shortstory by Neil Gaiman<br />141 • The Daughter of Owls • (1997) • shortstory by Neil Gaiman (variant of Daughter of Owls)<br />144 • Shoggoth's Old Peculiar • (1998) • shortstory by Neil Gaiman<br />156 • Virus • (1990) • poem by Neil Gaiman<br />159 • Looking for the Girl • (1985) • shortstory by Neil Gaiman<br />171 • Only the End of the World Again • (1994) • shortstory by Neil Gaiman<br />190 • Bay Wolf • (1998) • poem by Neil Gaiman<br />198 • We Can Get Them for You Wholesale • (1989) • shortstory by Neil Gaiman<br />209 • One Life, Furnished in Early Moorcock • (1994) • shortstory by Neil Gaiman<br />224 • Cold Colors • (1990) • poem by Neil Gaiman (variant of Cold Colours)<br />236 • The Sweeper of Dreams • (1996) • poem by Neil Gaiman<br />238 • Foreign Parts • (1990) • novelette by Neil Gaiman<br />255 • Vampire Sestina • (1989) • poem by Neil Gaiman<br />257 • Mouse • (1993) • shortstory by Neil Gaiman (variant of The Mouse)<br />267 • The Sea Change • (1995) • poem by Neil Gaiman<br />271 • When We Went to See the End of the World by Dawnie Morningside, age 11¼ • (1998) • shortstory by Neil Gaiman<br />278 • Desert Wind • (1998) • poem by Neil Gaiman<br />281 • Tastings • (1998) • shortstory by Neil Gaiman<br />290 • Babycakes • (1990) • shortstory by Neil Gaiman<br />292 • Murder Mysteries • (1992) • novelette by Neil Gaiman<br />325 • Snow, Glass, Apples • (1995) • shortstory by Neil Gaiman",4.03,16.5,"{'Anger': 0.021085107320728103, 'Anticipation': 0.01497642029177134, 'Disgust': 0.015540570320419585, 'Fear': 0.03532548812199744, 'Joy': 0.04817312354004144, 'Sadness': 0.02267177927630129, 'Surprise': 0.022583630834325005, 'Trust': 0.008678214112565561, 'Objective': 0.8109656661818502}","{'Anger': 0.03266354826811522, 'Anticipation': 0.02050011735908527, 'Disgust': 0.018215806592227476, 'Fear': 0.041473862455152076, 'Joy': 0.04805016262616104, 'Sadness': 0.029440364819099358, 'Surprise': 0.024226268316400096, 'Trust': 0.014213023505348222, 'Objective': 0.7712168460584113}","{'Anger': 0.14277077531877475, 'Anticipation': 0.0896050124578631, 'Disgust': 0.07962040158288143, 'Fear': 0.18128022863842888, 'Joy': 0.21002491572622023, 'Sadness': 0.12868239777224097, 'Surprise': 0.10589183643558553, 'Trust': 0.062124432068005275}",en,2918,
11527,11527,9780723237709,10516809,The Tale Of Mrs. Tiggy Winkle,[Beatrix Potter],"<i>The Tale of Mrs Tiggy-winkle</i> is an original classic by Beatrix Potter.<br /><br />The Tale of Mrs Tiggy-winkle was first published in 1905, and is as charming today as it was then. It tells the tale of a hidden home high in the hills. It is discovered one day by a little girl called Lucie, who is in search of her missing pocket handkerchiefs. She knocks on the tiny door, and meets Mrs Tiggy-winkle who does all the washing and ironing for the neighbouring animals. Lucie spends a lovely day helping her, and it's only right at the end of the day that she realises Mrs Tiggy-winkle is a hedgehog!<br /><br />Beatrix Potter is regarded as one of the world's best-loved children's authors of all time. From her first book, <i>The Tale of Peter Rabbit</i>, published by Frederick Warne in 1902, she went on to create a series of stories based around animal characters including Mrs. Tiggy-winkle, Benjamin Bunny, Jemima Puddle-duck, Mr. Jeremy Fisher and Tom Kitten.<br /><br />Her humorous, lively tales and beautiful illustrations have become a natural part of childhood. With revenue from the sales of her books, Beatrix Potter bought a farm - Hill Top - in the English Lake District, where she later became a farmer and prize-winning sheep breeder. She launched the now vast merchandise programme by patenting the very first Peter Rabbit doll in 1903. The product range continues to grow today with licences around the world including baby clothing and bedding, nursery decor products and collectables. Upon her death, Beatrix Potter left 14 farms and over 4000 acres of Lake District farmland to the National Trust so that the place that she loved would remain undeveloped and protected for future generations to enjoy.<br /><br />Today Beatrix Potter's original 23 tales are still published by Frederick Warne, alongside a wide range of other formats including baby books, activity books and gift and sound books.<br /><br /><i>The Tale of Mrs Tiggy-winkle</i> is number six in Beatrix Potter's series of 23 little books. Look out for the rest!<br /><br />1 The Tale of Peter Rabbit<br />2 The Tale of Squirrel Nutkin<br />3 The Tailor of Gloucester<br />4 The Tale of Benjamin Bunny<br />5 The Tale of Two Bad Mice<br />6 The Tale of Mrs. Tiggy-Winkle<br />7 The Tale of Mr. Jeremy Fisher<br />8 The Tale of Tom Kitten<br />9 The Tale of Jemima Puddle-Duck<br />10 The Tale of the Flopsy Bunnies<br />11 The Tale of Mrs. Tittlemouse<br />12 The Tale of Timmy Tiptoes<br />13 The Tale of Johnny Town-Mouse <br />14 The Tale of Mr. Tod<br />15 The Tale of Pigling Bland<br />16 The Tale of Samuel Whiskers<br />17 The Tale of The Pie and the Patty-Pan<br />18 The Tale of Ginger and Pickles<br />19 The Tale of Little Pig Robinson<br />20 The Story of a Fierce Bad Rabbit<br />21 The Story of Miss Moppet<br />22 Appley Dapply's Nursery Rhymes<br />23 Cecily Parsley's Nursery Rhymes",4.2,18.0,,,"{'Anger': 0.0628892577194222, 'Anticipation': 0.13892495029004323, 'Disgust': 0.060358569010566444, 'Fear': 0.13297618851987578, 'Joy': 0.22084367245657568, 'Sadness': 0.09261663352669547, 'Surprise': 0.03081195668249716, 'Trust': 0.26057877179432404}",en,2894,
17996,17996,9780380973729,1662993,"Call Down the Stars (Storyteller Trilogy, Book 3)",[Sue Harrison],"Filled with incredible detail and brought to life by three-dimensional characters, Sue Harrison's magnificent Storyteller Trilogy superbly evokes prehistoric Alaska and the strong people who struggle to survive its forbidding climate. Now, With Call Down the Stars, the saga begun in Song of the River and Cry of the Wind is complete, as Harrison vividly creates flesh-and-blood characters who fight for survival by day and are renewed at night by tales of the brave people who went before. It is the perfect conclusion to a sweeping epic that evokes a believable world sure to enchant all who enter it.Call Down the StarsThe Bear-god warriors came like a tsunami from the sea, their poorly made and misshapen outriggers sunk so deeply in the water that the Boat People only stood on the shore staring, sure that a wave would swamp the dugouts before the warriors could beach them. But the sea gods were asleep . . . .So begins the story of the little girl called Daughter as she and the grandfather, Water Gourd, flee their villagc and promised death at the hands of the Bear-god warriors. At the end of a perilous and daring journey across the North Pacific, they are guided by sea otters to the islands of the Whale Hunters.Daughter and Water Gourd believe they have found safety but they are soon ensnared in the plots and schemes of the medicine woman, Kos. She seeks revenge against her son, the warrior-statesman Chakliux, whom she blames for her status as slave-wife among the Whale Hunters.Unaware of Kos's plans, Chakhux, with the wisdom and help of his wife, Aqamdax, and brother, Sok, has brought the River People into prosperous times. Their lives revolve around caribou hunting inthe spring and fall, fishing in the summer, and storytelling during the winter. But years of peace are shattered by Kos's planned vengeance, and it is a forbidden love that makes that vengeance possible. Against the wishes of his people, Aqamdax's brother Ghaden takes the girl Daughter as his wife, giving Kos the opportunity to use the secrets of her poisons and plant medicines to devastate the lives of those she hates.The conclusion of Kos's story of hatred and revenge is told in a traditional manner, authentic to Native American storytelling that is a unique and stunning departure from modern literature that will both surprise and satisfy the reader.Call Down the Stars is a series of stories within a story Daughter's tale is presented as a duel between two storytellers, the quick-witted female Qumalix and the silvertongued man Yikaas. As they vie with each other to enchant their tribe with astonishing legends that recall the origins of their people, Qumalix and Yikaas grow in wisdom and, more important, learn that love transcends the boundaries of time and enmity.",4.25,16.0,,,"{'Anger': 0.10816532412148629, 'Anticipation': 0.15564098252908004, 'Disgust': 0.042271066750225454, 'Fear': 0.17493847729391804, 'Joy': 0.16835058007122874, 'Sadness': 0.10480259236048485, 'Surprise': 0.05535515032939485, 'Trust': 0.19047582654418166}",en,2776,
15557,15557,9789511191087,16035821,"Rooman portit (Keisari, #1)",[Conn Iggulden],"Rarely, if ever, does a new writer dazzle us with such a vivid imagination and storytelling, flawlessly capturing the essence of a land, a people, a legend. Conn Iggulden is just such a writer, bringing to vivid life one of the most fascinating eras in human history. In a true masterpiece of historical fiction, Iggulden takes us on a breathtaking journey through ancient Rome, sweeping us into a realm of tyrants and slaves, of dark intrigues and seething passions. What emerges is both a grand romantic tale of coming-of-age in the Roman Empire and a vibrant portrait of the early years of a man who would become the most powerful ruler on earth: Julius Caesar.<br /><br />On the lush Italian peninsula, a new empire is taking shape. At its heart is the city of Rome, a place of glory and decadence, beauty and bloodshed. Against this vivid backdrop, two boys are growing to manhood, dreaming of battles, fame, and glory in service of the mightiest empire the world has ever known. One is the son of a senator, a boy of privilege and ambition to whom much has been given and from whom much is expected. The other is a bastard child, a boy of strength and cunning, whose love for his adoptive family–and his adoptive brother–will be the most powerful force in his life.<br /><br />As young Gaius and Marcus are trained in the art of combat–under the tutelage of one of Rome’s most fearsome gladiators–Rome itself is being rocked by the art of treachery and ambition, caught in a tug-of-war as two rival generals, Marius and Sulla, push the empire toward civil war. For Marcus, a bloody campaign in Greece will become a young soldier’s proving ground. For Gaius, the equally deadly infighting of the Roman Senate will be the battlefield where he hones his courage and skill. And for both, the love of an extraordinary slave girl will be an honor each will covet but only one will win.<br /><br />The two friends are forced to walk different paths, and by the time they meet again everything will have changed. Both will have known love, loss, and violence. And the land where they were once innocent will be thrust into the grip of bitter conflict–a conflict that will set Roman against Roman...and put their friendship to the ultimate test. <br /><br />Brilliantly interweaving history and adventure, Conn Iggulden conjures a stunning array of contrasts–from the bloody stench of a battlefield to the opulence of the greatest city in history, from the tenderness of a lover to the treachery of an assassin. Superbly rendered, grippingly told, <b>Emperor, The Gates of Rome</b> is a work of vaulting imagination from a powerful new voice in historical fiction.<br /><br /><br /><i>From the Hardcover edition.</i>",4.17,17.5,,,"{'Anger': 0.11306640875879313, 'Anticipation': 0.13943648137094156, 'Disgust': 0.05168231996191828, 'Fear': 0.1561954558849086, 'Joy': 0.2091622779511436, 'Sadness': 0.10243526487188978, 'Surprise': 0.05826350427285847, 'Trust': 0.1697582869275465}",en,2713,
17151,17151,9781853261589,136538,The Little Prince,"[Antoine de Saint-Exupéry, Irene Testot-Ferry]","Antoine de Saint-Exupéry first published <i>The Little Prince</i> in 1943, only a year before his Lockheed P-38 vanished over the Mediterranean during a reconnaissance mission. More than a half century later, this fable of love and loneliness has lost none of its power. The narrator is a downed pilot in the Sahara Desert, frantically trying to repair his wrecked plane. His efforts are interrupted one day by the apparition of a little, well, prince, who asks him to draw a sheep. ""In the face of an overpowering mystery, you don't dare disobey,"" the narrator recalls. ""Absurd as it seemed, a thousand miles from all inhabited regions and in danger of death, I took a scrap of paper and a pen out of my pocket."" And so begins their dialogue, which stretches the narrator's imagination in all sorts of surprising, childlike directions.<p> The Little Prince describes his journey from planet to planet, each tiny world populated by a single adult. It's a wonderfully inventive sequence, which evokes not only the great fairy tales but also such monuments of postmodern whimsy as Italo Calvino's <i>Invisible Cities</i>. And despite his tone of gentle bemusement, Saint-Exupéry pulls off some fine satiric touches, too. There's the king, for example, who commands the Little Prince to function as a one-man (or one-boy) judiciary: </p><blockquote>I have good reason to believe that there is an old rat living somewhere on my planet. I hear him at night. You could judge that old rat. From time to time you will condemn him to death. That way his life will depend on your justice. But you'll pardon him each time for economy's sake. There's only one rat. </blockquote> The author pokes similar fun at a businessman, a geographer, and a lamplighter, all of whom signify some futile aspect of adult existence. Yet his tale is ultimately a tender one--a heartfelt exposition of sadness and solitude, which never turns into <i>Peter Pan</i>-style treacle. Such delicacy of tone can present real headaches for a translator, and in her 1943 translation, Katherine Woods sometimes wandered off the mark, giving the text a slightly wooden or didactic accent. Happily, Richard Howard (who did a fine nip-and-tuck job on Stendhal's <i>The Charterhouse of Parma</i> in 1999) has streamlined and simplified to wonderful effect. The result is a new and improved version of an indestructible classic, which also restores the original artwork to full color. ""Trying to be witty,"" we're told at one point, ""leads to lying, more or less."" But Saint-Exupéry's drawings offer a handy rebuttal: they're fresh, funny, and like the book itself, rigorously truthful. <i>--James Marcus</i>",4.31,18.0,,,"{'Anger': 0.07254901960784313, 'Anticipation': 0.15710645840257004, 'Disgust': 0.0626453971419076, 'Fear': 0.11456740888445774, 'Joy': 0.15322920128503376, 'Sadness': 0.11456740888445778, 'Surprise': 0.09510357815442562, 'Trust': 0.23023152763930432}",en,2663,
