Unnamed: 0.1,Unnamed: 0,ISBN,ID,title,authors,description,avg_rating,age,no_synset,synset,emotion_vector,lang
4083,4083,9780689866234,129060,Dora's Storytime Collection,"[Sarah Willson, Robert Roper, Leslie Valdes, Susan Hall, Jason Fruchter, Alison Inches, Brian McGee, Christine Ricci]","Dora and her best friend, Boots, go on more adventures than you can count. Now Dora fans can enjoy many of their favorite Dora stories all in one book! This best-selling collection includes: <br /><br /> Dora's Backpack<br /> Little Star<br /> Happy Birthday, Mami!<br /> Meet Diego! <br /> Dora Saves the Prince<br /> Dora's Treasure Hunt<br /> Good Night, Dora!",4.02,13.0,"{'Anger': 0.010786269158093638, 'Anticipation': 0.09985828259500316, 'Disgust': 0.0, 'Fear': 0.013121981944152846, 'Joy': 0.15352718874658827, 'Sadness': 0.0, 'Surprise': 0.018659458324585345, 'Trust': 0.12667961368885158, 'Objective': 0.5773672055427252}","{'Anger': 0.010634169060001551, 'Anticipation': 0.09845015394964941, 'Disgust': 0.0, 'Fear': 0.012936945328469042, 'Joy': 0.15136226034308778, 'Sadness': 0.014101270408031257, 'Surprise': 0.018396336257082976, 'Trust': 0.12489327020104013, 'Objective': 0.5692255944526379}","{'Anger': 0.024686167337377617, 'Anticipation': 0.22854225479007748, 'Disgust': 0.0, 'Fear': 0.03003183374376839, 'Joy': 0.3513724548020902, 'Sadness': 0.03273469878070755, 'Surprise': 0.04270526758363865, 'Trust': 0.28992732296234003}",en
4086,4086,9780723248286,896235,Flower Fairies of the Autumn,[Cicely Mary Barker],Features illustrations of the fairies of wild and familiar autumn flowers. This title celebrates the harvest and introduces children to the season's plants by making them magical.,4.2,13.0,"{'Anger': 0.0, 'Anticipation': 0.160149863760218, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.20497275204359675, 'Sadness': 0.0, 'Surprise': 0.08140326975476839, 'Trust': 0.07663487738419619, 'Objective': 0.47683923705722076}","{'Anger': 0.0, 'Anticipation': 0.17338977925612337, 'Disgust': 0.0, 'Fear': 0.0075597218022376775, 'Joy': 0.2086483217417599, 'Sadness': 0.0, 'Surprise': 0.09162382824312064, 'Trust': 0.09543392803144844, 'Objective': 0.42334442092530994}","{'Anger': 0.0, 'Anticipation': 0.30068169900367064, 'Disgust': 0.0, 'Fear': 0.013109596224436287, 'Joy': 0.3618248557944415, 'Sadness': 0.0, 'Surprise': 0.15888830624016778, 'Trust': 0.1654955427372837}",en
4087,4087,9780763600136,301736,Guess How Much I Love You,"[Sam McBratney, Anita Jeram]","""Guess how much I love you,"" says Little Nutbrown Hare. Little Nutbrown Hare shows his daddy how much he loves him: as wide as he can reach and as far as he can hop. But Big Nutbrown Hare, who can reach farther and hop higher, loves him back just as much. Well then Little Nutbrown Hare loves him right up to the moon, but that's just halfway to Big Nutbrown Hare's love for him.",4.37,13.0,"{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.11469732649951517, 'Sadness': 0.0, 'Surprise': 0.011026457958165953, 'Trust': 0.09854550491757862, 'Objective': 0.7757307106247403}","{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.11148812409112942, 'Sadness': 0.0, 'Surprise': 0.02439812570689934, 'Trust': 0.11008779016534713, 'Objective': 0.7540259600366241}","{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.4532515874753667, 'Sadness': 0.0, 'Surprise': 0.09918984015765273, 'Trust': 0.4475585723669805}",en
4088,4088,9780805047905,759611,"Brown Bear, Brown Bear, What Do You See?","[Bill Martin Jr., Eric Carle]","A big happy frog, a plump purple cat, a handsome blue horse, and a soft yellow duck--all parade across the pages of this delightful book. Children will immediately respond to Eric Carle's flat, boldly colored collages. Combined with Bill Martin's singsong text, they create unforgettable images of these endearing animals.",4.21,13.0,"{'Anger': 0.0, 'Anticipation': 0.09492726594554271, 'Disgust': 0.0, 'Fear': 0.0087343031207261, 'Joy': 0.10854158895934354, 'Sadness': 0.012433171702101209, 'Surprise': 0.012619669277632726, 'Trust': 0.0478366281238344, 'Objective': 0.7149073728708194}","{'Anger': 0.03835432859823104, 'Anticipation': 0.08185473063521843, 'Disgust': 0.021361565264004286, 'Fear': 0.056419190565532025, 'Joy': 0.0935942106673814, 'Sadness': 0.021200750469043152, 'Surprise': 0.010881801125703566, 'Trust': 0.059876708657196465, 'Objective': 0.6164567140176896}","{'Anger': 0.07043420616506464, 'Anticipation': 0.2530659595624793, 'Disgust': 0.030411004308916145, 'Fear': 0.10482267152800798, 'Joy': 0.28936029168047733, 'Sadness': 0.03314550878355983, 'Surprise': 0.03364269141531323, 'Trust': 0.18511766655618164}",en
4090,4090,9781402708619,772407,I Know a Rhino,[Charles Fuge],"NOW IN BOARD<br /><br /><br /><br /><b>
  <i>These are my friends</i>
</b><br /><b>
  <i>I know them, you see.</i>
</b><br /><b>
  <i>I know them quite well...</i>
</b><br /><b>
  <i>because they live with me!</i>
</b><br /><br /><br /><br />Charles Fuge's delightful rhyming text and absolutely adorable images bring to life a little girl and her charming animals as they play all day. She spins round with her hippo, blows bubbles in the bath with giraffe, and picnics on brown bread and honey with her bear when it's sunny. And, did you ever meet a leopard in top hat and tail? He's simply the best, as anyone can see. It's the most delightful menagerie imaginable, and the sweetest story--with a little twist at the end.<br />",4.19,13.0,"{'Anger': 0.024429458264481264, 'Anticipation': 0.05600464472332634, 'Disgust': 0.0, 'Fear': 0.011701129918270735, 'Joy': 0.13449600285829127, 'Sadness': 0.0, 'Surprise': 0.004019472109329641, 'Trust': 0.03244607208253317, 'Objective': 0.7369032200437676}","{'Anger': 0.04412489890920567, 'Anticipation': 0.04947038286289129, 'Disgust': 0.01110519360119928, 'Fear': 0.06459948320413436, 'Joy': 0.11880387399648894, 'Sadness': 0.028759098171489434, 'Surprise': 0.003550505947097461, 'Trust': 0.028660473006292285, 'Objective': 0.6509260903012012}","{'Anger': 0.1071497897120673, 'Anticipation': 0.16227758007117438, 'Disgust': 0.008605629246198641, 'Fear': 0.15755418958265935, 'Joy': 0.3897120672921385, 'Sadness': 0.0690391459074733, 'Surprise': 0.011646716273050792, 'Trust': 0.0940148819152378}",en
4091,4091,9781581172201,909534,What Makes a Rainbow?,"[Betty Schwartz, Dona Turner]",<p>A rainbow of ribbons magically appear when you open the pages of this innovative book! Toddlers will love listening to the charming story and seeing a different colored ribbon with the turn of each page. The last page is sure to delight with all the colors of the rainbow. What a fun way to learn colors!</p>,4.1,13.0,"{'Anger': 0.003715415019762846, 'Anticipation': 0.06976284584980237, 'Disgust': 0.0052569169960474315, 'Fear': 0.0, 'Joy': 0.179802371541502, 'Sadness': 0.0, 'Surprise': 0.01699604743083004, 'Trust': 0.052529644268774704, 'Objective': 0.6719367588932806}","{'Anger': 0.0036544592177902182, 'Anticipation': 0.06861830339786952, 'Disgust': 0.005170671020915947, 'Fear': 0.006064847212502915, 'Joy': 0.17685249980561388, 'Sadness': 0.0, 'Surprise': 0.01671720706010419, 'Trust': 0.06200917502527019, 'Objective': 0.6609128372599331}","{'Anger': 0.010777344645723457, 'Anticipation': 0.20236184361385, 'Disgust': 0.01524879614767255, 'Fear': 0.017885806007796375, 'Joy': 0.5215546892914469, 'Sadness': 0.0, 'Surprise': 0.049300619124054104, 'Trust': 0.1828709011694565}",en
4117,4117,9780671022907,1549969,"The Last Vampire Collector's Edition Volume 2: Phantom, Evil Thirst, Creatures of Forever",[Christopher Pike],"From a popular spinner of scary tales for young adult readers comes a wonderfully terrifying new novel about Alisa, a 5,000-year-old vampire, who is being hunted by an unknown entity. In order to identify her pursuer, she must enter high school and befriend a shy boy who will attract her as no mortal ever has.",4.07,17.0,"{'Anger': 0.024180707276430295, 'Anticipation': 0.0792816145158304, 'Disgust': 0.019663025365673027, 'Fear': 0.1224217737456027, 'Joy': 0.064469542677282, 'Sadness': 0.0, 'Surprise': 0.018811331234956492, 'Trust': 0.07868913164228847, 'Objective': 0.5924828735419367}","{'Anger': 0.02327487881380097, 'Anticipation': 0.07631166238950671, 'Disgust': 0.01892643284858854, 'Fear': 0.12674650698602796, 'Joy': 0.07634730538922158, 'Sadness': 0.014257199885942401, 'Surprise': 0.018106643855146848, 'Trust': 0.075741374394069, 'Objective': 0.570287995437696}","{'Anger': 0.05416390179163901, 'Anticipation': 0.1775879230258792, 'Disgust': 0.04404445919044459, 'Fear': 0.29495686794956866, 'Joy': 0.1776708692767087, 'Sadness': 0.033178500331785, 'Surprise': 0.04213669542136695, 'Trust': 0.1762607830126078}",en
4138,4138,9780679312420,1718942,"Stolen (Women of the Otherworld, #2)",[Kelley Armstrong],"In the tradition of Laurell K. Hamilton, a deliciously wicked sequel to <i>Bitten</i>, from Canada's new queen of suspense.<br /><br />Even though she's the world's only female werewolf, Elena Michaels is just a regular girl at heart—with larger than normal appetites. She sticks to three feasts a day, loves long runs in the moonlight, and has a lover who is unbelievable frustrating yet all the more sexy for his dark side. Like every regular girl, she certainly doesn't believe in witches. Then again, when two small, ridiculously feminine women manage to hurl her against a wall, and then save her from the hunters on her tail, Elena realizes that maybe there <i>are</i> more things in heaven and earth than she's dreamt of.<br /><br />Vampires, demons, shamans, witches—in <i>Stolen</i> they all exist, and they're all under attack. An obsessed tycoon with a sick curiosity is well on his way to amassing a private collection of supernaturals, and plans to harness their powers for himself—even if it means killing them. For Elena, kidnapped and imprisoned deep underground, separated from her Pack, unable to tell her friends from her enemies, choosing the right allies is a matter of life and death.",4.15,17.666666666666668,"{'Anger': 0.05864221691651337, 'Anticipation': 0.041723746526282836, 'Disgust': 0.04953227132177385, 'Fear': 0.09916239383146112, 'Joy': 0.05026615523112451, 'Sadness': 0.05800618419507613, 'Surprise': 0.026517671924537165, 'Trust': 0.05839758894672982, 'Objective': 0.5577517711065013}","{'Anger': 0.0636924727077709, 'Anticipation': 0.042449528692063664, 'Disgust': 0.05041222400988974, 'Fear': 0.10752365629516512, 'Joy': 0.04944870151709343, 'Sadness': 0.06233808731695344, 'Surprise': 0.03493223528128494, 'Trust': 0.0710825084308218, 'Objective': 0.5181205857489569}","{'Anger': 0.1332940191751636, 'Anticipation': 0.08883731547709633, 'Disgust': 0.10550144574646174, 'Fear': 0.2250228275757115, 'Joy': 0.10348500989194948, 'Sadness': 0.1304595951909907, 'Surprise': 0.07310531121594888, 'Trust': 0.14029447572667783}",en
4142,4142,9780770429096,980119,"Bitten (Women of the Otherworld, #1)",[Kelley Armstrong],"An erotically charged, addictive thriller from the future queen of suspense.<br /><br />Living in Toronto for a year, Elena is leading the normal life she has always dreamed of, including a stable job as a journalist and a nice apartment shared with her boyfriend. As the lone female werewolf in existence, only her secret midnight prowls and her occasional inhuman cravings set her apart. Just one year ago, life was very different. Adopted by the Pack when bitten, Elena had spent years struggling with her resentment at having her life stolen away. Torn between two worlds, and overwhelmed by the new passions coursing through her body, her only option for control was to deny her awakening needs and escape.<br /><br />But now the Pack has called Elena home to help them fight an alliance of renegade werewolves who are bent on exposing and annihilating the Pack. And although Elena is obliged to rejoin her ""family,"" she vows not to be swept up in Pack life again, no matter how natural it might feel. She has made her choice. Trouble is, she's increasingly uncertain if it's the right one.<br /><br />An erotically charged thriller, <b>Bitten</b> will awaken the voracious appetite of every reader, as the age-old battle between man and beast, between human and inhuman forces, comes to a head in one small town and within one woman's body.",4.04,17.666666666666668,"{'Anger': 0.063478769160974, 'Anticipation': 0.05615026914788738, 'Disgust': 0.021819736348487627, 'Fear': 0.07325010251175612, 'Joy': 0.06045140070318703, 'Sadness': 0.054004065572626304, 'Surprise': 0.023241814327217523, 'Trust': 0.06306872213643225, 'Objective': 0.5845351200914317}","{'Anger': 0.08004747242532635, 'Anticipation': 0.059572914159563777, 'Disgust': 0.02075673701770257, 'Fear': 0.07681901552813072, 'Joy': 0.0575063697703563, 'Sadness': 0.055912889759401126, 'Surprise': 0.022109535152003052, 'Trust': 0.07121693736461644, 'Objective': 0.5560581288228996}","{'Anger': 0.1818233231534894, 'Anticipation': 0.13531651773932057, 'Disgust': 0.04714775854918374, 'Fear': 0.17449006522640728, 'Joy': 0.13062247860347626, 'Sadness': 0.12700297854692158, 'Surprise': 0.0502205632846963, 'Trust': 0.1533763148965049}",en
4153,4153,9781863738583,1226227,"45 + 47 Stella Street And Everything That Happened (Stella Street, #1)",[Elizabeth Honey],"In the tradition of the great detective novels, Henni keeps a journal of the events on Stella Street, recounted with a battalion of zany, 11-year-old truths and insights. When the Phonies move into 45 Stella Street, the neighborhood is in for a shake-up, explains Henni. Former occupant Auntie Lillie's open-door welcome becomes Mr. and Mrs. Phonies' magazine house of swanky new appliances. Keep Away! The Phonies, through their attorneys, launch an artillery of snottily outrageous letters at the freindly folks at 47 Stella Street, complaining about garbage, blocked driveways, and a magenta fence! Zev, Henni, Danielle and Frank feel as if the sun has stopped shining on Stella Street. When the kids are called in for questioning, they decide to do a little detective work of their own.",4.08,18.0,"{'Anger': 0.037264921086049466, 'Anticipation': 0.04807401584326057, 'Disgust': 0.031414404063614926, 'Fear': 0.030477111930821796, 'Joy': 0.032578460422083816, 'Sadness': 0.010295095845679387, 'Surprise': 0.02775594122271271, 'Trust': 0.0716121424684042, 'Objective': 0.7105279071173732}","{'Anger': 0.04058462190213938, 'Anticipation': 0.044905740309256516, 'Disgust': 0.029344065522841207, 'Fear': 0.0481253971616183, 'Joy': 0.03836757749064464, 'Sadness': 0.017115018004660032, 'Surprise': 0.02592671044270282, 'Trust': 0.09192967591611949, 'Objective': 0.6637011932500178}","{'Anger': 0.11064727533889934, 'Anticipation': 0.14274171828709936, 'Disgust': 0.09327587754735611, 'Fear': 0.12685160247778077, 'Joy': 0.10795403537121824, 'Sadness': 0.04389981147320225, 'Surprise': 0.08241314301104227, 'Trust': 0.29221653649340157}",en
4181,4181,9780439207300,34097705,Mary on Horseback,"[Rosemary Wells, Peter McCarty]",Mass market paperback book. Fiction.,4.06,13.0,"{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.03288201160541586, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.0, 'Objective': 0.9671179883945841}","{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.03288201160541586, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.0, 'Objective': 0.9671179883945841}","{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 1.0, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.0}",en
4221,4221,9780812547382,462379,"The Crystal Gryphon (Witch World Series 2: High Hallack Cycle, #5)",[Andre Norton],"The story of Kerovan, whose cloven hooves set him apart from the human folk of the Dales, as he seeks his rights as heir to the throne of Ulm at a time when strange sea invaders are shattering the old kingdoms, and equally enigmatic manifestations of the Old Ones coming to interfere with humanity.",4.09,16.5,"{'Anger': 0.04132201683089981, 'Anticipation': 0.062396605049269936, 'Disgust': 0.0, 'Fear': 0.09670574696108755, 'Joy': 0.014061713299287924, 'Sadness': 0.03700640149607998, 'Surprise': 0.03905631878011939, 'Trust': 0.062108897360281946, 'Objective': 0.6473423002229735}","{'Anger': 0.03877172262527417, 'Anticipation': 0.0585456386030032, 'Disgust': 0.0, 'Fear': 0.11236713345706092, 'Joy': 0.01319385861312637, 'Sadness': 0.05318036105955795, 'Surprise': 0.036645857938248684, 'Trust': 0.07990551712502109, 'Objective': 0.6073899105787076}","{'Anger': 0.09875376020627419, 'Anticipation': 0.14911903738719381, 'Disgust': 0.0, 'Fear': 0.28620541469703487, 'Joy': 0.033605500644606795, 'Sadness': 0.13545337344220026, 'Surprise': 0.0933390631714654, 'Trust': 0.20352385045122476}",en
4227,4227,9780671493042,998000,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",[Douglas Adams],"Facing annihilation at the hands of the warlike Vogons is a curious time to have a craving for tea. It could only happen to the cosmically displaced Arthur Dent and his curious comrades in arms as they hurtle across space powered by pure improbability--and desperately in search of a place to eat.<br />Among Arthur's motley shipmates are Ford Prefect, a longtime friend and expert contributor to the Hitchhiker's Guide to the Galaxy; Zaphod Beeblebrox, the three-armed, two-headed ex-president of the galaxy; Tricia McMillan, a fellow Earth refugee who's gone native (her name is Trillian now); and Marvin, the moody android who suffers nothing and no one very gladly. Their destination? The ultimate hot spot for an evening of apocalyptic entertainment and fine dining, where the food (literally) speaks for itself.<br />Will they make it? The answer: hard to say. But bear in mind that the Hitchhiker's Guide deleted the term ""Future Perfect"" from its pages, since it was discovered not to be!",4.21,17.0,"{'Anger': 0.05733803048095256, 'Anticipation': 0.06549490511004205, 'Disgust': 0.008977612788363194, 'Fear': 0.062439233809361464, 'Joy': 0.03641552078992891, 'Sadness': 0.05072161824311526, 'Surprise': 0.006401757642334936, 'Trust': 0.0935010164526434, 'Objective': 0.6187103046832582}","{'Anger': 0.06287737563457728, 'Anticipation': 0.07866999636546962, 'Disgust': 0.00833597129893426, 'Fear': 0.07390993399223851, 'Joy': 0.041351576331000194, 'Sadness': 0.04983996342021032, 'Surprise': 0.00796079396902442, 'Trust': 0.10256410256410256, 'Objective': 0.5744902864244428}","{'Anger': 0.14256924051361777, 'Anticipation': 0.1776645361893246, 'Disgust': 0.020469856624632923, 'Fear': 0.16709852018195429, 'Joy': 0.09840502101687107, 'Sadness': 0.12238728623250991, 'Surprise': 0.01954856912535268, 'Trust': 0.25185697011573677}",en
4238,4238,9781569317020,1734546,Gundam Wing Episode Zero,[Katsuyuki Sumizawa],"Gundam pilots Duo, Heero, Trowa, Quatre, and Chang weathered extraordinary challenges in their early years which prepared them for war, and must now find the spirit and will to continue fighting as the battle wages endlessly on.",4.26,18.0,"{'Anger': 0.08168911159828791, 'Anticipation': 0.07218916379580331, 'Disgust': 0.0, 'Fear': 0.08127153147510177, 'Joy': 0.02839544837665727, 'Sadness': 0.02609875769913352, 'Surprise': 0.021609771374882552, 'Trust': 0.11457354629919614, 'Objective': 0.5741726693809374}","{'Anger': 0.0792004048582996, 'Anticipation': 0.06998987854251013, 'Disgust': 0.0, 'Fear': 0.07879554655870447, 'Joy': 0.02753036437246964, 'Sadness': 0.02530364372469636, 'Surprise': 0.020951417004048584, 'Trust': 0.1415485829959514, 'Objective': 0.5566801619433199}","{'Anger': 0.1786529680365297, 'Anticipation': 0.15787671232876713, 'Disgust': 0.0, 'Fear': 0.17773972602739727, 'Joy': 0.06210045662100457, 'Sadness': 0.05707762557077626, 'Surprise': 0.04726027397260274, 'Trust': 0.31929223744292234}",en
4251,4251,9781591164654,2478264,"MegaMan NT Warrior, Vol. 1",[Ryo Takamisaki],"The year is 200X and everyone is now connected to the Cyber Network. People carry theyr own PET (Personal Terminal) and are paired up with an artificial intelligence program called NetNavi. A sinister organisation, World Three, has vowed to destroy this technological wonderland. Enter our hero, Lan Hikari.",4.14,18.0,"{'Anger': 0.049822177060840855, 'Anticipation': 0.0535691604216944, 'Disgust': 0.02381557220881494, 'Fear': 0.06881112663533596, 'Joy': 0.04512257081163471, 'Sadness': 0.04515432490791313, 'Surprise': 0.010923409119776453, 'Trust': 0.0994538295440112, 'Objective': 0.6033278292899785}","{'Anger': 0.04627499557600425, 'Anticipation': 0.07116734501268214, 'Disgust': 0.022119978764820386, 'Fear': 0.07199315755323543, 'Joy': 0.04651094201616234, 'Sadness': 0.04193947973809945, 'Surprise': 0.013832360054267683, 'Trust': 0.12578894590927858, 'Objective': 0.5603727953754498}","{'Anger': 0.10525962699584059, 'Anticipation': 0.16188112169596136, 'Disgust': 0.05031530927143432, 'Fear': 0.1637595599087616, 'Joy': 0.10579632362806923, 'Sadness': 0.09539782637863946, 'Surprise': 0.03146384006440359, 'Trust': 0.2861263920568898}",en
4253,4253,9781892213518,283111,Gundam Wing #2,"[Hajime Yatate, Yoshiyuki Tomino, Kōichi Tokita]","Gundam Wing, which airs nationally on Cartoon Network, is the most prolific Gundam series in existence, having spawned more manga than any other series. Though Gundam has only recently become a phenomenon in the U.S., it has existed for over 20 years, and was rated by fans in Japan (and many in the U.S. ) as the top anime franchise of all time.",4.03,18.0,"{'Anger': 0.008067018305926156, 'Anticipation': 0.03568104250698107, 'Disgust': 0.036700500864323395, 'Fear': 0.011081069101546917, 'Joy': 0.005363237445148708, 'Sadness': 0.0048313461282744555, 'Surprise': 0.0, 'Trust': 0.05611453393023359, 'Objective': 0.8421612517175657}","{'Anger': 0.007929592192401535, 'Anticipation': 0.03507319623562217, 'Disgust': 0.036075287556639954, 'Fear': 0.010892296967584526, 'Joy': 0.016861275705820845, 'Sadness': 0.010195189961659116, 'Surprise': 0.0, 'Trust': 0.05515859184384804, 'Objective': 0.827814569536424}","{'Anger': 0.046052631578947366, 'Anticipation': 0.20369433198380565, 'Disgust': 0.20951417004048584, 'Fear': 0.06325910931174089, 'Joy': 0.0979251012145749, 'Sadness': 0.05921052631578947, 'Surprise': 0.0, 'Trust': 0.32034412955465585}",en
4319,4319,9780374176785,1299263,Centenarians: The Story of the Twentieth Century by the Americans Who Lived It,[Bernard Edelman],"An oral history of the twentieth century in America. <br />By 1990, over 37,000 Americans had lived to the age of one hundred. Their lives spanned world wars, the Depression, the rise and demise of the great Red Menace, and the emergence of the United States as a world power. <br />Through interviews with centenarians across the country, Bernard Edelman draws a dazzling portrait of Americans in the twentieth century, evoking the work ethic of rural farms, the nation's awe at inventions such as the automobile, and the collective despair at the onset of world war. These recollections are a treasure of the century's social history. The young immigrant survivor who can still smell the smoke of the Triangle Shirtwaist Factory fire. The rookie pitcher who struck out the first batter he ever faced in the big leagues: Ty Cobb. The dashing artillery officer who won a Silver Star in the Great War. The officer in the Quartermaster Corps who witnessed the signing of the Treaty of Versailles. The motorcycle racer who barnstormed the nation, setting records that will never be broken. The feisty woman who led a walkout at the premiere of Gone With the Wind. The man who invented Pampers. <br />Their memories serve as a timeless reminder of life in twentieth-century America.<br />",4.5,16.0,"{'Anger': 0.03822107450051454, 'Anticipation': 0.030037085218336795, 'Disgust': 0.00864027338213308, 'Fear': 0.07763625419878455, 'Joy': 0.029736131875813067, 'Sadness': 0.05204551191192746, 'Surprise': 0.02321224006368561, 'Trust': 0.051191192746053625, 'Objective': 0.6892802361027514}","{'Anger': 0.05784377710030129, 'Anticipation': 0.03702180540530875, 'Disgust': 0.016405460738648046, 'Fear': 0.07899654010174068, 'Joy': 0.034509579537428586, 'Sadness': 0.049323665882899874, 'Surprise': 0.021376270640930506, 'Trust': 0.0697612044379677, 'Objective': 0.6347616961547745}","{'Anger': 0.1568940725355488, 'Anticipation': 0.11026788091814453, 'Disgust': 0.02369920647600788, 'Fear': 0.21835223944187038, 'Joy': 0.10278532246897801, 'Sadness': 0.1469084518293657, 'Surprise': 0.06366831762262341, 'Trust': 0.17742450870746124}",en
4327,4327,9780743400510,131631,Avatar Book Two of Two (Star Trek Deep Space Nine),[S.D. Perry],"A new era begins in the annals of Deep Space Nine...As the story begun in Book One continues, the Federation prepares to launch a counterstrike against the Dominion. Searching for a way to prevent another galactic holocaust, Colonel Kira is forced to make a choice between being true to her faith and being true to her loyalties. Meanwhile, as the combined crews of Deep Space Nine and the USS Enterprise struggle to stop a treacherous plot from destroying both the station and the ship, the shocking truth behind a disturbing prophecy and a grisly murder is revealed. Dark secrets, divided allegiances, treachery and, ultimately, hope - AVATAR is Deep Space Nine at its multi-layered best.",4.01,16.0,"{'Anger': 0.0781642165650771, 'Anticipation': 0.08043504242858851, 'Disgust': 0.05024202223019004, 'Fear': 0.11606609298434327, 'Joy': 0.027354487869009205, 'Sadness': 0.07408569379705988, 'Surprise': 0.03676646348751046, 'Trust': 0.1335155969881678, 'Objective': 0.40337038365005384}","{'Anger': 0.07435726162898114, 'Anticipation': 0.09317396927362391, 'Disgust': 0.04779500589798616, 'Fear': 0.116595369725566, 'Joy': 0.02602219916717593, 'Sadness': 0.07469834998507738, 'Surprise': 0.042962920853289364, 'Trust': 0.14067052286002585, 'Objective': 0.38372440060827423}","{'Anger': 0.12065585868136429, 'Anticipation': 0.15118880151281044, 'Disgust': 0.07755459723727602, 'Fear': 0.1891935521066347, 'Joy': 0.042224938311463685, 'Sadness': 0.12120932592302192, 'Surprise': 0.06971381131379285, 'Trust': 0.22825911491363604}",en
4334,4334,9780671036652,1047845,Sleepy Hollow: A Novelization (Includes the Classic Short Story),"[Peter Lerangis, Washington Irving]","HEADS WILL ROLLIt is 1799, the eve if a new century. In New York City, young Constable Ichabod Crane is eager to use his latest scientific methods and his powers of deduction to solve the most brutal of crimes. But nothing can prepare him for the shocking murders that take him far from the city's cobblestones to the eerie town of Sleepy Hollow.<br /><br />Awaiting him are three beheaded bodies, all apparently victims of a legendary Headless Horseman returned from the grave to exact revenge. With the help of an orphaned child and a beautiful young woman, Ichabod uses reason to confront the horrors of the unexplained.<br /><br />But the reality of Sleepy Hollow's waking nightmare is always before him. A reality where witches cast spells in the darkened woods...trees bleed...and a demon rides at night.",4.22,17.0,"{'Anger': 0.06563980442327667, 'Anticipation': 0.05601297089149545, 'Disgust': 0.03793732424695361, 'Fear': 0.1275935449547792, 'Joy': 0.03622729460643985, 'Sadness': 0.0790793707090923, 'Surprise': 0.035023940414967196, 'Trust': 0.03047652825982317, 'Objective': 0.5320092214931725}","{'Anger': 0.06918907039777307, 'Anticipation': 0.0539887187751813, 'Disgust': 0.04142553659072595, 'Fear': 0.12593704978878228, 'Joy': 0.0442214245598613, 'Sadness': 0.08446267672697971, 'Surprise': 0.03375821063169975, 'Trust': 0.034234366224696604, 'Objective': 0.5127829463043}","{'Anger': 0.14200872049315894, 'Anticipation': 0.11081040445045856, 'Disgust': 0.08502480829950383, 'Fear': 0.25848243371924023, 'Joy': 0.09076329374028967, 'Sadness': 0.1733573898661855, 'Surprise': 0.06928782639202125, 'Trust': 0.07026512303914198}",en
4371,4371,9780375504396,44538406,Black House,"[Stephen King, Peter Straub]","From the Flap:<br /><br />Twenty years ago, a boy named Jack Sawyer traveled to a parallel universe called The Territories to save his mother and her Territories ""twinner"" from a premature and agonizing death that would have brought cataclysm to the other world. Now Jack is a retired Los Angeles homicide detective living in the nearly nonexistent hamlet of Tamarack, WI. He has no recollection of his adventures in the Territories and was compelled to leave the police force when an odd, happenstance event threatened to awaken those memories.<br /><br />When a series of gruesome murders occur in western Wisconsin that are reminiscent of those committed several decades earlier by a real-life madman named Albert Fish, the killer is dubbed ""The Fisherman"" and Jack's buddy, the local chief of police, begs Jack to help his inexperienced force find him. But is this merely the work of a disturbed individual, or has a mysterious and malignant force been unleashed in this quiet town? What causes Jack's inexplicable waking dreams, if that is what they are, of robins' eggs and red feathers? It's almost as if someone is trying to tell him something. As that message becomes increasingly impossible to ignore, Jack is drawn back to the Territories and to his own hidden past, where he may find the soul-strength to enter a terrifying house at the end of a deserted track of forest, there to encounter the obscene and ferocious evils sheltered within it.",4.01,16.0,"{'Anger': 0.07258878665758349, 'Anticipation': 0.024417869776832978, 'Disgust': 0.04927074698162298, 'Fear': 0.08998908377586448, 'Joy': 0.03426709456076561, 'Sadness': 0.04907376248594434, 'Surprise': 0.0267980990996167, 'Trust': 0.054433382305867674, 'Objective': 0.5991611743559018}","{'Anger': 0.10573770491803279, 'Anticipation': 0.04490770620885505, 'Disgust': 0.08310959080934557, 'Fear': 0.10555053569123532, 'Joy': 0.0357105976507035, 'Sadness': 0.05657673938298696, 'Surprise': 0.03594939976765199, 'Trust': 0.06130760294307473, 'Objective': 0.4711501226281141}","{'Anger': 0.19227846960194708, 'Anticipation': 0.07743422662356896, 'Disgust': 0.16129447671049413, 'Fear': 0.20437072617928473, 'Joy': 0.06723500701840238, 'Sadness': 0.10745238432513873, 'Surprise': 0.06760846329182388, 'Trust': 0.12232624624933998}",en
